54	2	1	27.5	-17.425	-107.631	0	2	600	0.000535295	0.000535295
55	2	1	27.5	17.425	-107.631	0	2	600	0.000550983	0.000550983
56	2	1	27.5	60.362	-112.3	0	2	600	0.00053126	0.00053126
57	3	1	27.5	97.2	-116.7	0	3	600	0.000544984	0.000544984
58	3	1	27.5	-73.928	-151.378	0	3	600	0.000546973	0.000546973
59	3	1	27.5	-34.85	-137.812	0	3	600	0.000540405	0.000540405
60	3	1	27.5	0	-147.15	0	3	600	0.000570587	0.000570587
61	3	1	27.5	34.85	-137.812	0	3	600	0.000542264	0.000542264
62	3	1	27.5	73.928	-151.378	0	3	600	0.000539482	0.000539482
63	3	1	27.5	-27.0595	-178.438	0	3	600	0.000546096	0.000546096
64	3	1	27.5	27.0595	-178.438	0	3	600	0.000559717	0.000559717
65	5	2	27.5	-215.5	77.45	0	5	609.6	0.000640421	0.000640421
66	4	2	27.5	-166.9	77.45	0	4	609.6	0.000667932	0.000667932
67	4	2	27.5	166.9	77.45	0	4	609.6	0.000651215	0.000651215
68	5	2	27.5	215.5	77.45	0	5	609.6	0.000650567	0.000650567
69	7	2	27.5	-301.012	214.133	0	7	609.6	0.000654021	0.000654021
70	7	2	27.5	-252.393	235.169	0	7	609.6	0.000647755	0.000647755
71	7	2	27.5	252.393	235.169	0	7	609.6	0.000669808	0.000669808
72	7	2	27.5	301.012	214.133	0	7	609.6	0.000649558	0.000649558
73	5	2	27.5	-215.5	-77.45	0	5	609.6	0.000661141	0.000661141
74	4	2	27.5	-166.9	-77.45	0	4	609.6	0.000654012	0.000654012
75	4	2	27.5	166.9	-77.45	0	4	609.6	0.000671785	0.000671785
76	5	2	27.5	215.5	-77.45	0	5	609.6	0.000665415	0.000665415
77	7	2	27.5	-301.012	-214.133	0	7	609.6	0.000654976	0.000654976
78	7	2	27.5	-252.393	-235.169	0	7	609.6	0.000653886	0.000653886
79	7	2	27.5	252.393	-235.169	0	7	609.6	0.000655567	0.000655567
80	7	2	27.5	301.012	-214.133	0	7	609.6	0.000649916	0.000649916
81	4	3	53	-139.932	142.007	0	4	609.6	0.000557362	0.000557362
82	4	3	53	-70.014	198.718	0	4	609.6	0.000550055	0.000550055
83	4	3	53	0	217.478	0	4	609.6	0.00050121	0.00050121
84	4	3	53	70.014	198.718	0	4	609.6	0.000518147	0.000518147
85	4	3	53	139.932	142.007	0	4	609.6	0.000539778	0.000539778
86	5	3	53	-214.903	127.3	0	5	609.6	0.000548182	0.000548182
87	5	3	53	-133.044	210.494	0	5	609.6	0.000545587	0.000545587
88	5	3	53	-48.6976	259.192	0	5	609.6	0.000507506	0.000507506
89	5	3	53	48.6976	259.192	0	5	609.6	0.000511626	0.000511626
90	5	3	53	133.044	210.494	0	5	609.6	0.00051489	0.00051489
91	5	3	53	214.903	127.3	0	5	609.6	0.000505332	0.000505332
92	6	3	53	-273.203	102.2	0	6	609.6	0.000504664	0.000504664
93	6	3	53	-263.894	172.91	0	6	609.6	0.000512227	0.000512227
94	6	3	53	-204.385	193.709	0	6	609.6	0.000518939	0.000518939
95	6	3	53	-118.139	282.073	0	6	609.6	0.000516268	0.000516268
96	6	3	53	0	313.728	0	6	609.6	0.000129852	0.000129852
97	6	3	53	118.139	282.073	0	6	609.6	0.000131212	0.000131212
98	6	3	53	204.385	193.709	0	6	609.6	0.000132759	0.000132759
99	6	3	53	263.894	172.91	0	6	609.6	0.000131197	0.000131197
100	6	3	53	273.203	102.2	0	6	609.6	0.000130307	0.000130307
101	7	3	53	-339.453	102.2	0	7	609.6	0.000131164	0.000131164
102	7	3	53	-323.857	159.305	0	7	609.6	0.000129263	0.000129263
103	7	3	53	-201.103	278.553	0	7	609.6	0.000131641	0.000131641
104	7	3	53	-166.264	365.428	0	7	609.6	0.000129631	0.000129631
105	7	3	53	-73.6089	352.162	0	7	609.6	0.000131767	0.000131767
106	7	3	53	73.6089	352.162	0	7	609.6	0.000131115	0.000131115
107	7	3	53	166.264	365.428	0	7	609.6	0.000144548	0.000144548
108	7	3	53	201.103	278.553	0	7	609.6	0.000131547	0.000131547
109	7	3	53	323.857	159.305	0	7	609.6	0.000132571	0.000132571
110	7	3	53	339.453	102.2	0	7	609.6	0.000133191	0.000133191
111	4	3	53	-139.932	-142.007	0	4	609.6	0.000127576	0.000127576
112	4	3	53	-70.014	-198.718	0	4	609.6	0.000130547	0.000130547
113	4	3	53	0	-217.478	0	4	609.6	0.000128209	0.000128209
114	4	3	53	70.014	-198.718	0	4	609.6	0.00013208	0.00013208
115	4	3	53	139.932	-142.007	0	4	609.6	0.000132839	0.000132839
116	5	3	53	-214.903	-127.3	0	5	609.6	0.000127298	0.000127298
117	5	3	53	-133.044	-210.494	0	5	609.6	0.000129108	0.000129108
118	5	3	53	-48.6976	-259.192	0	5	609.6	0.000134917	0.000134917
119	5	3	53	48.6976	-259.192	0	5	609.6	0.000134458	0.000134458
120	5	3	53	133.044	-210.494	0	5	609.6	0.000125501	0.000125501
121	5	3	53	214.903	-127.3	0	5	609.6	0.000128145	0.000128145
122	6	3	53	-273.203	-102.2	0	6	609.6	0.000132339	0.000132339
123	6	3	53	-263.894	-172.91	0	6	609.6	0.000132855	0.000132855
124	6	3	53	-204.385	-193.709	0	6	609.6	0.000139105	0.000139105
125	6	3	53	-118.139	-282.073	0	6	609.6	0.000130536	0.000130536
126	6	3	53	0	-313.728	0	6	609.6	0.000130205	0.000130205
127	6	3	53	118.139	-282.073	0	6	609.6	0.000130204	0.000130204
128	6	3	53	204.385	-193.709	0	6	609.6	0.000132938	0.000132938
129	6	3	53	263.894	-172.91	0	6	609.6	0.000133857	0.000133857
130	6	3	53	273.203	-102.2	0	6	609.6	0.000129359	0.000129359
131	7	3	53	-339.453	-102.2	0	7	609.6	0.0001370846	0.0001370846
132	7	3	53	-323.857	-159.305	0	7	609.6	0.000128561	0.000128561
133	7	3	53	-201.103	-278.553	0	7	609.6	0.0001331694	0.0001331694
134	7	3	53	-166.264	-365.428	0	7	609.6	0.0001370063	0.0001370063
135	7	3	53	-73.6089	-352.162	0	7	609.6	0.00013444	0.00013444
136	7	3	53	73.6089	-352.162	0	7	609.6	0.000128301	0.000128301
137	7	3	53	166.264	-365.428	0	7	609.6	0.00012958	0.00012958
138	7	3	53	201.103	-278.553	0	7	609.6	0.000129081	0.000129081
139	7	3	53	323.857	-159.305	0	7	609.6	0.000132869	0.000132869
140	7	3	53	339.453	-102.2	0	7	609.6	0.0001322641	0.0001322641
