1	1	121	Tc	1000	2.81496	43.0731	0.00560445	0.570315	0	360	0
1	1	117	Ru	1000	2.65875	44.0696	0.00351813	0.577614	0	360	0
1	1	118	Ru	1000	2.68248	44.0696	0.00625629	0.577614	0	360	0
1	1	119	Ru	1000	2.7053	44.0696	0.0054435	0.577614	0	360	0
1	1	120	Ru	1000	2.72781	44.0696	0.00619347	0.577614	0	360	0
1	1	121	Ru	1000	2.75066	44.0696	0.00718263	0.577614	0	360	0
1	1	122	Ru	1000	2.77337	44.0696	0.00676923	0.577614	0	360	0
1	1	123	Ru	1000	2.7965	44.0696	0.00671661	0.577614	0	360	0
1	1	121	Rh	1000	2.68984	45.0649	0.00616599	0.58224	0	360	0
1	1	122	Rh	1000	2.71154	45.0649	0.00584166	0.58224	0	360	0
1	1	123	Rh	1000	2.7337	45.0649	0.00617661	0.58224	0	360	0
1	1	124	Rh	1000	2.75613	45.0649	0.00624141	0.58224	0	360	0
1	1	125	Rh	1000	2.77865	45.0649	0.00519693	0.58224	0	360	0
1	1	124	Pd	1000	2.69605	46.0526	0.0059673	0.591948	0	360	0
1	1	125	Pd	1000	2.71724	46.0526	0.00590289	0.591948	0	360	0
1	1	126	Pd	1000	2.73889	46.0526	0.00557532	0.591948	0	360	0

